gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.13,929.5,No
Male,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),31.55,994.89,Yes
Male,0,No,No,11,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,32.39,343.64,No
Male,1,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,108.91,2086.11,Yes
Male,0,Yes,No,69,Yes,No phone service,No,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),63.87,4405.53,No
Female,1,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),60.26,613.78,No
Female,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.63,5816.24,No
Female,1,Yes,No,39,Yes,No,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,55.13,2162.25,No
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.44,260.08,No
Female,0,No,No,28,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.97,1082.13,No
Male,0,No,Yes,36,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.93,968.53,Yes
Male,1,No,No,19,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.28,684.78,No
Male,0,Yes,No,19,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.5,1922.95,No
Male,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Electronic check,75.52,3852.09,No
Female,0,Yes,Yes,2,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,78.02,147.67,No
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.5,3645.91,No
Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,No,Mailed check,68.14,1594.84,No
Male,0,No,No,27,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),85.21,2325.51,Yes
Female,0,No,No,9,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.47,545.05,No
Male,1,Yes,No,63,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),51.78,3269.38,No
Male,0,No,No,16,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),43.65,662.1,No
Female,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.58,2233.61,No
Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,76.2,1743.3,Yes
Male,1,Yes,No,2,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),25.37,29.54,No
Female,1,No,No,29,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,34.32,1015.38,No
Male,0,Yes,Yes,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),78.34,2886.1,No
Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,100.3,3285.74,No
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.03,3237.16,No
Male,1,No,No,37,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),18.97,738.78,No
Female,0,No,No,56,Yes,No,No,No,No,Yes,No,Yes,No,One year,No,Mailed check,86.16,4839.63,No
Male,0,No,No,26,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card (automatic),22.11,536.02,No
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,51.86,548.12,No
Male,0,Yes,Yes,35,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,63.87,2264.24,No
Male,0,No,No,40,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.09,3768.98,No
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.84,2859.89,Yes
Male,1,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,60.56,3319.73,No
Male,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,107.12,7398.53,No
Female,0,No,No,5,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),57.0,313.54,No
Male,0,Yes,No,4,No,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),66.39,227.89,No
Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),58.44,1146.61,No
Male,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,81.15,3374.82,No
Female,0,No,No,3,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,59.14,194.76,Yes
Female,0,No,No,13,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,113.02,1468.67,Yes
Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),103.74,3033.57,Yes
Male,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,57.72,1565.95,Yes
Male,0,Yes,No,60,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,20.45,1225.69,No
Female,0,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.69,2887.54,No
Male,0,Yes,No,62,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),42.71,2632.19,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,No,Electronic check,50.66,2733.23,No
Male,0,No,No,29,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,1852.28,No
Female,0,No,No,70,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,100.08,7020.24,Yes
Female,1,No,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.29,5680.94,No
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.87,2629.5,Yes
Male,1,No,No,61,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.28,5633.46,No
Female,0,No,No,18,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,49.33,881.95,No
Male,0,No,No,14,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.27,1003.86,Yes
Female,0,No,Yes,56,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,25.25,1413.26,No
Male,0,No,No,56,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,23.35,1276.3,No
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.38,526.97,Yes
Female,0,No,Yes,54,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.61,5110.04,No
Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,112.06,4075.67,No
Female,0,No,Yes,40,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.96,3238.15,No
Male,0,No,Yes,60,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,22.14,1301.26,No
Female,1,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.56,931.11,Yes
Male,1,Yes,Yes,29,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),46.08,1342.35,No
Male,0,No,No,20,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,107.66,2141.79,No
Male,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),92.54,3746.77,No
Male,0,No,No,11,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.87,602.95,No
Male,0,No,No,8,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.93,492.3,No
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,91.3,4584.08,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,112.7,470.03,Yes
Female,0,Yes,No,30,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,One year,No,Mailed check,48.43,1471.27,No
Male,1,No,No,71,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),96.6,6885.52,No
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,88.18,6222.78,No
Female,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,42.42,525.75,No
Female,1,No,Yes,66,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.48,2871.31,Yes
Male,0,No,No,24,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),39.76,956.97,No
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,35.71,489.84,No
Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.68,1780.07,Yes
Female,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),31.17,1086.06,Yes
Female,0,Yes,No,26,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.68,1138.42,No
Male,0,No,No,30,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,54.82,1600.67,No
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,74.75,537.64,No
Female,0,No,No,18,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.49,1144.41,No
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,50.41,715.12,No
Male,0,No,Yes,67,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),29.87,2013.1,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,75.21,2651.67,No
Male,0,No,Yes,39,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,103.69,4048.63,No
Female,0,No,No,31,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,80.7,2545.4,No
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.82,4776.73,Yes
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,57.08,3273.07,No
Male,0,Yes,No,49,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.18,3518.93,No
Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,86.43,1898.78,No
Male,0,No,Yes,22,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,47.63,1070.03,Yes
Male,0,No,No,67,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,115.25,7718.42,No
Male,0,Yes,No,66,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,20.23,1323.97,No
Male,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.19,1050.66,No
Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),118.17,2836.93,No
Male,0,No,No,23,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,100.69,2297.32,No
Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.69,1318.98,No
Female,0,No,No,68,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),54.78,3729.41,No
Male,1,No,No,63,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.13,5503.65,No
Female,0,No,Yes,60,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.2,4452.87,No
Female,0,No,Yes,25,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),113.3,2814.4,No
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,98.47,2161.13,No
Female,0,No,Yes,64,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),85.28,5432.5,No
Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,79.73,2225.24,No
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,119.84,1833.53,No
Male,0,No,No,60,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,69.21,4132.2,Yes
Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.51,615.98,Yes
Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.73,554.85,No
Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,71.45,4530.11,No
Male,1,No,Yes,21,No,Yes,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,103.96,2148.22,No
Male,0,Yes,Yes,22,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,63.94,1417.49,No
Male,0,Yes,No,38,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,34.58,1301.98,No
Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),84.91,1649.02,No
Female,0,No,No,59,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,111.33,6549.48,Yes
Male,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),27.23,1371.21,No
Female,0,Yes,Yes,40,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.53,1425.9,No
Female,0,No,No,14,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,41.31,574.84,Yes
Male,0,No,No,35,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,32.36,1114.35,No
Male,1,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.41,1447.8,No
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),25.8,1766.77,No
Male,0,Yes,No,57,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,118.43,6739.39,No
Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.22,279.41,Yes
Female,0,No,No,38,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.07,927.52,No
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,52.08,2943.83,Yes
